ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanMonthsSinceOriginationY,LoanFirstDefaultedCycleNumberQ,bad_aux,PW,fraud,bad,indeterm,LoanOriginationYear
E7043536347993497DEE821,552165,2012-01-17 13:13:26.320000000,,36,Defaulted,2013-03-03 00:00:00,0.12782,0.0999,0.0899,0.0897,0.038,0.0517,6.0,A,8.0,1,NY,Tradesman - Electrician,Employed,270.0,True,False,,2012-01-17 13:13:22,780.0,799.0,1992-04-11 00:00:00,8.0,7.0,24.0,4,124.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2548.0,0.14,10824.0,23.0,0.78,1.0,0.16,"$100,000+",True,8333.333333,C3123641231697634257A58,,,,,,,,,121,14.0,25,59916,7000,2012-02-01,Q1 2012,D77835370233295244496FF,225.84,1806.72,1381.13,425.59,-72.92,-1612.92,5618.87,0.0,362.98,1.0,0,0,0.0,144,2.0,16.0,True,True,False,False,True,2012
C335354997822440212B2BD,600971,2012-06-18 08:21:27.233000000,,60,Current,,0.28704,0.261,0.251,0.2448,0.099,0.1458,3.0,D,2.0,7,MD,Analyst,Employed,189.0,True,False,,2012-06-18 08:21:25,680.0,699.0,2001-10-05 00:00:00,11.0,9.0,25.0,6,201.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,4679.0,0.3,6233.0,22.0,1.0,2.0,0.34,"$50,000-74,999",True,5833.333333,57C73653905457553E01FAB,1.0,1.0,1.0,0.0,0.0,4000.0,0.0,-1.0,0,,21,68196,6000,2012-06-21,Q2 2012,390135417625759614A36BA,180.0,3600.0,1217.07,2382.93,-91.28,0.0,0.0,0.0,0.0,1.0,0,0,0.0,4,2.0,,False,True,False,False,False,2012
75833539488676468D7EEF9,559328,2012-02-16 07:08:35.357000000,,36,Defaulted,2013-01-27 00:00:00,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2.0,E,2.0,1,AZ,Social Worker,Employed,1.0,False,False,,2012-02-16 07:08:33,620.0,639.0,1989-12-01 00:00:00,12.0,10.0,28.0,7,246.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,9115.0,0.59,4654.0,28.0,0.89,3.0,0.32,"$25,000-49,999",True,2833.333333,4D28364489390606307DC7C,2.0,30.0,30.0,0.0,0.0,6000.0,3844.44,-120.0,283,11.0,25,61106,4000,2012-02-27,Q1 2012,5F9E3464642034747242F58,169.78,1018.68,448.2,570.48,-19.02,0.0,3551.8,3551.8,0.0,1.0,0,0,0.0,54,2.0,12.0,True,True,False,True,False,2012
759F3532751731400BBEB94,540350,2011-11-21 14:39:59.753000000,,36,Completed,2012-11-16 00:00:00,0.18316,0.1469,0.1369,0.1346,0.042,0.0926,5.0,B,6.0,15,NJ,Professional,Employed,90.0,True,False,,2012-05-17 07:01:36,780.0,799.0,1994-09-19 00:00:00,12.0,6.0,28.0,4,25.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,25.0,0.92,1.0,0.05,"$100,000+",True,11666.666667,58DC365048456321079BEEF,1.0,9.0,9.0,0.0,0.0,2000.0,0.0,9.0,0,,22,66537,4500,2012-05-23,Q2 2012,94C13513892056401C69FA5,155.31,4794.3,4500.0,294.3,-20.03,0.0,0.0,0.0,0.0,1.0,0,0,0.0,76,2.0,,False,True,False,False,False,2012
21B7350344878145649283E,489810,2011-01-04 13:29:18.710000000,,36,Completed,2012-02-06 00:00:00,0.17069,0.149,0.139,0.1367,0.0595,0.0772,5.0,B,9.0,1,IL,Other,Employed,27.0,True,False,,2011-01-04 13:29:08,700.0,719.0,1995-07-28 00:00:00,6.0,6.0,28.0,5,766.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,27965.0,0.68,12213.0,25.0,0.84,0.0,0.19,"$50,000-74,999",True,6166.666667,D2C23608503511528596974,,,,,,,,,0,,38,46623,7500,2011-01-24,Q1 2011,1E0F3503745007017D5EEB2,259.62,8502.59,7500.0,1002.59,-67.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,173,3.0,,False,True,False,False,False,2011
55E534897269474149A0C39,469094,2010-07-29 11:29:30.937000000,,36,Completed,2013-01-04 00:00:00,0.08591,0.0825,0.0725,0.057,0.0155,0.057,7.0,AA,10.0,7,TX,Professional,Employed,355.0,True,False,,2010-07-29 11:29:25,800.0,819.0,1980-10-01 00:00:00,11.0,10.0,39.0,5,259.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4903.0,0.16,24500.0,33.0,0.75,0.0,0.07,"$100,000+",True,15000.0,D5573594887731951E1FA12,,,,,,,,,0,,43,43812,15000,2010-08-04,Q3 2010,14773491442727275E21498,471.78,16425.93,15000.01,1425.92,-172.85,0.0,0.0,0.0,0.0,1.0,0,0,0.0,433,4.0,,False,True,False,False,False,2010
F50C346618140280215B214,430284,2009-10-26 07:14:50.603000000,,36,Defaulted,2011-10-06 00:00:00,0.2115,0.185,0.175,0.106,0.065,0.106,4.0,C,10.0,7,IL,Other,Full-time,132.0,True,False,,2009-10-26 07:11:46,680.0,699.0,1994-04-01 00:00:00,24.0,21.0,46.0,17,938.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32500.0,0.9,3032.0,42.0,1.0,0.0,0.32,"$75,000-99,999",True,6833.333333,FF3435710150364137BB14F,,,,,,,,,1,,52,39323,1400,2009-11-06,Q4 2009,39F33467622907694FE57F3,50.97,1172.31,804.53,367.78,-19.87,0.0,0.0,0.0,0.0,1.0,0,0,0.0,48,4.0,,False,True,False,False,False,2009
229F3492182356777390797,470777,2010-08-09 21:48:29.853000000,,36,Completed,2012-10-18 00:00:00,0.38058,0.3435,0.3335,0.1761,0.142,0.1761,2.0,E,5.0,7,TX,Computer Programmer,Full-time,266.0,True,False,,2010-08-03 15:41:30,680.0,699.0,1988-07-01 00:00:00,12.0,11.0,36.0,9,155.0,3.0,9.0,1.0,5.0,0.0,0.0,0.0,5027.0,0.5,4880.0,33.0,0.9,1.0,0.13,"$100,000+",True,9583.333333,EBFA3595545049753E53EA0,,,,,,,,,0,,43,43972,4500,2010-08-18,Q3 2010,8BB234774897872857D8CC7,201.91,6362.47,4500.0,1862.47,-54.22,0.0,0.0,0.0,0.0,1.0,0,0,0.0,109,4.0,,False,True,False,False,False,2010
560035447983364130BEB6D,577294,2012-04-10 15:24:54.163000000,,36,Completed,2013-01-15 00:00:00,0.2837,0.2452,0.2352,0.2294,0.119,0.1104,3.0,D,5.0,9,NY,Professional,Employed,109.0,True,False,,2012-03-11 22:21:08,740.0,759.0,1995-09-21 00:00:00,7.0,3.0,30.0,5,25.0,2.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1000.0,27.0,0.7,0.0,0.14,"$50,000-74,999",True,4720.75,1F983648431532925182190,,,,,,,,,0,,23,63678,13500,2012-04-16,Q2 2012,BCA5354100022521760B3F5,533.34,15786.92,13500.0,2286.92,-93.27,0.0,0.0,0.0,0.0,1.0,0,0,0.0,37,2.0,,False,True,False,False,False,2012
C26B3516197227565D0427F,508246,2011-05-24 14:20:49.063000000,,60,Completed,2011-07-07 00:00:00,0.29371,0.2699,0.2599,0.2534,0.1,0.1534,3.0,D,5.0,1,KS,Retail Management,Employed,153.0,True,False,,2011-05-13 13:33:20,700.0,719.0,1994-12-20 00:00:00,13.0,7.0,61.0,5,193.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,10090.0,0.62,5960.0,59.0,1.0,2.0,0.16,"$50,000-74,999",True,4916.666667,FD563620657110592666FC5,3.0,25.0,25.0,0.0,0.0,10050.0,0.02,50.0,0,,34,49792,7525,2011-05-27,Q2 2011,ADBC3421603208289868DD6,229.73,7703.99,7525.0,178.99,-6.63,0.0,0.0,0.0,0.0,1.0,0,0,0.0,46,3.0,,False,True,False,False,False,2011
774F3485941844509C163C8,460476,2010-05-27 15:01:32.170000000,,36,Completed,2013-06-07 00:00:00,0.16005,0.1385,0.1285,0.0764,0.05,0.0764,5.0,B,8.0,3,OR,Other,Self-employed,299.0,False,True,89693364701098773B49369,2010-05-27 15:01:28,720.0,739.0,1980-12-29 00:00:00,4.0,3.0,13.0,3,204.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10155.0,0.58,7345.0,11.0,1.0,0.0,,"$25,000-49,999",False,3500.0,D73435903695589968D75BE,2.0,36.0,36.0,0.0,0.0,7350.0,0.0,20.0,0,,45,42810,4500,2010-06-07,Q2 2010,18783364793859531DDD2CE,153.47,5526.76,4500.0,1026.76,-74.15,0.0,0.0,0.0,0.0,1.0,0,0,0.0,141,4.0,,False,True,False,False,False,2010
0A6E35343816413360B3B7D,543998,2011-12-11 20:22:53.090000000,,36,Current,,0.14358,0.1154,0.1054,0.1051,0.038,0.0671,6.0,A,9.0,1,CA,Professional,Employed,38.0,False,False,,2011-12-11 20:22:49,720.0,739.0,1980-04-10 00:00:00,4.0,4.0,23.0,3,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4010.0,0.4,5990.0,15.0,0.87,0.0,0.1,"$50,000-74,999",True,4166.666667,BF433638817158778CA2FAE,,,,,,,,,0,,27,57733,5000,2011-12-21,Q4 2011,CF3A353410337278145DD47,164.98,4289.48,3432.14,857.34,-74.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,35,2.0,,False,True,False,False,False,2011
22BB3537191457031B1FF30,555797,2012-01-31 23:03:39.443000000,,60,Current,,0.20358,0.1845,0.1745,0.1715,0.052,0.1195,5.0,B,5.0,1,WA,Retail Management,Employed,56.0,False,False,,2012-01-31 23:03:37,760.0,779.0,2002-01-08 00:00:00,5.0,4.0,14.0,4,175.0,0.0,1.0,1.0,317.0,0.0,0.0,0.0,0.0,0.0,5000.0,12.0,0.83,0.0,0.18,"$25,000-49,999",True,4000.0,CDC536422286119403844A7,1.0,6.0,6.0,0.0,0.0,10000.0,9251.53,-27.0,0,,25,60518,9000,2012-02-14,Q1 2012,F115342829620053799806F,230.75,8968.75,6028.23,2940.52,-159.38,0.0,0.0,0.0,0.0,1.0,0,0,0.0,119,2.0,,False,True,False,False,False,2012
1C2B3540883455718728C4B,565666,2012-03-06 12:38:26.927000000,,60,Completed,2013-07-18 00:00:00,0.20358,0.1845,0.1745,0.1715,0.0565,0.115,5.0,B,8.0,1,OH,Other,Employed,103.0,True,False,,2012-03-06 12:38:22,720.0,739.0,1991-10-17 00:00:00,5.0,4.0,16.0,3,359.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,12125.0,0.5,12080.0,16.0,0.62,0.0,0.22,"$50,000-74,999",True,4166.666667,03EE364572510832894639E,,,,,,,,,0,,24,62365,11423,2012-03-23,Q1 2012,5E88354140565864455C6BC,292.86,13979.82,11422.57,2557.25,-138.58,0.0,0.0,0.0,0.0,0.7615,0,0,0.0,230,2.0,,False,True,False,False,False,2012
A742352854549467675C603,531972,2011-10-11 11:56:53.070000000,,36,Current,,0.202,0.1799,0.1699,0.1669,0.0595,0.1074,5.0,B,9.0,7,NJ,Computer Programmer,Employed,36.0,False,False,,2011-10-11 11:56:49,700.0,719.0,2009-04-09 00:00:00,2.0,2.0,2.0,2,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,546.0,0.15,2954.0,2.0,1.0,0.0,0.08,"$75,000-99,999",True,6758.083333,5A433633025643537AB09C4,,,,,,,,,0,,29,54977,15000,2011-10-26,Q4 2011,8D85352901190882826D73F,542.21,15181.88,10928.25,4253.63,-236.43,0.0,0.0,0.0,0.0,1.0,0,0,0.0,199,2.0,,False,True,False,False,False,2011
A75235397480685715F0E61,557752,2012-02-09 15:49:08.313000000,,36,Defaulted,2012-09-20 00:00:00,0.24246,0.2049,0.1949,0.1904,0.089,0.1014,4.0,C,7.0,1,WI,Skilled Labor,Employed,257.0,False,False,,2012-02-09 15:49:06,680.0,699.0,1993-08-01 00:00:00,4.0,4.0,16.0,2,50.0,1.0,2.0,1.0,296.0,10.0,2.0,0.0,529.0,0.17,2471.0,14.0,0.6,1.0,0.17,"$50,000-74,999",True,4666.666667,49243642619924373782D0C,,,,,,,,,655,7.0,25,60768,5500,2012-02-21,Q1 2012,925C353613878759134F02C,205.78,396.56,177.06,219.5,-10.71,0.0,5322.94,5322.94,0.0,1.0,0,0,0.0,113,2.0,8.0,True,True,False,True,False,2012
E5B23537061585253200A56,553613,2012-01-23 09:43:11.260000000,,36,Completed,2013-05-03 00:00:00,0.17359,0.1449,0.1349,0.1326,0.042,0.0906,5.0,B,6.0,1,CA,Analyst,Employed,111.0,True,True,5E6E3385884089066287C53,2012-03-27 14:44:09,640.0,659.0,1995-08-24 00:00:00,10.0,10.0,27.0,8,704.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,24627.0,0.91,2263.0,26.0,1.0,0.0,0.26,"$50,000-74,999",True,4815.25,D1303645970051950530169,1.0,8.0,8.0,0.0,0.0,2500.0,1868.82,-93.0,0,,23,63053,3000,2012-04-03,Q2 2012,050A3392140217240B184D8,103.25,3318.47,3000.0,318.47,-21.98,0.0,0.0,0.0,0.0,1.0,0,0,0.0,44,2.0,,False,True,False,False,False,2012
DF1435432091725698FD88C,575810,2012-04-05 17:47:31.840000000,,36,Current,,0.17359,0.1449,0.1349,0.1326,0.0565,0.0761,5.0,B,8.0,1,OH,Nurse (RN),Employed,11.0,True,False,,2012-04-05 17:47:25,720.0,739.0,1999-02-05 00:00:00,19.0,18.0,40.0,8,484.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13860.0,0.45,10477.0,38.0,0.97,1.0,0.31,"$50,000-74,999",True,5416.666667,E87C3648114209392F5461D,,,,,,,,,0,,23,64141,11000,2012-04-23,Q2 2012,5EFD3543931338453746B42,378.58,8328.76,6145.22,2183.54,-150.67,0.0,0.0,0.0,0.0,1.0,0,0,0.0,182,2.0,,False,True,False,False,False,2012
566E35465344694881D3115,589040,2012-05-14 11:47:29.503000000,,36,Completed,2012-09-13 00:00:00,0.18316,0.1469,0.1369,0.1346,0.042,0.0926,5.0,B,7.0,1,FL,Other,Employed,46.0,False,False,,2012-05-14 11:47:27,720.0,739.0,1995-04-01 00:00:00,15.0,12.0,27.0,5,183.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6050.0,0.16,31100.0,24.0,0.95,2.0,0.44,"$50,000-74,999",True,4833.333333,CBD63651119763288DA5812,2.0,31.0,31.0,0.0,0.0,13980.0,7660.23,-5.0,0,,22,65988,6000,2012-05-17,Q2 2012,51E2336598353543857C607,207.08,6277.76,6000.0,277.76,-18.91,0.0,0.0,0.0,0.0,1.0,0,0,0.0,64,2.0,,False,True,False,False,False,2012
C33D34605516990640BBA0F,420390,2009-08-13 13:32:39.963000000,,36,Completed,2013-02-04 00:00:00,0.08792,0.0845,0.0745,0.0595,0.015,0.0595,7.0,AA,8.0,1,PA,Computer Programmer,Full-time,10.0,True,False,,2010-01-20 13:51:04,800.0,819.0,2002-03-30 00:00:00,7.0,6.0,8.0,3,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.0,0.43,2896.0,8.0,0.87,0.0,0.26,"$50,000-74,999",True,5416.666667,9C5735790293605279E58B3,,,,,,,,,0,,49,40646,7500,2010-02-04,Q1 2010,13F3346014790636070B697,236.58,8514.59,7500.01,1014.58,-120.07,0.0,0.0,0.0,0.0,1.0,0,0,0.0,272,4.0,,False,True,False,False,False,2010
A6AB350099144006646DE7E,486875,2010-12-05 18:38:18.053000000,,36,Completed,2013-12-14 00:00:00,0.35858,0.322,0.312,0.1557,0.142,0.1557,2.0,E,6.0,7,MO,Analyst,Employed,39.0,False,False,,2010-12-05 18:38:01,680.0,699.0,1994-08-22 00:00:00,11.0,11.0,37.0,9,365.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14894.0,0.74,3729.0,28.0,0.89,2.0,0.31,"$25,000-49,999",True,2166.666667,C0183606595634399183B4E,,,,,,,,,0,,39,45928,2000,2010-12-14,Q4 2010,5BB73500846139555699201,87.33,3145.18,2000.0,1145.18,-35.58,0.0,0.0,0.0,0.0,1.0,0,0,0.0,45,3.0,,False,True,False,False,False,2010
7DB93533051227032E6DF72,544768,2011-12-14 15:34:43.557000000,,36,Current,,0.28974,0.2511,0.2411,0.2352,0.112,0.1232,3.0,D,5.0,2,CO,Other,Other,22.0,False,False,,2011-12-14 15:34:39,720.0,739.0,1999-05-20 00:00:00,3.0,3.0,20.0,3,47.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,523.0,0.08,3019.0,7.0,1.0,2.0,0.35,"$1-24,999",True,1833.333333,430936390934445731093F0,,,,,,,,,0,,27,57919,9500,2011-12-23,Q4 2011,A15535336982324202DE6B9,378.27,9835.02,6106.99,3728.03,-148.48,0.0,0.0,0.0,0.0,1.0,0,0,0.0,131,2.0,,False,True,False,False,False,2011
55FA35333041385903F1CB3,541049,2011-11-25 10:24:35.597000000,,36,Completed,2012-07-30 00:00:00,0.29486,0.2561,0.2461,0.24,0.112,0.128,3.0,D,6.0,7,TX,Other,Employed,43.0,True,False,,2011-11-25 10:24:33,720.0,739.0,1999-01-22 00:00:00,9.0,8.0,51.0,6,135.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,4889.0,0.53,4365.0,48.0,0.85,1.0,0.24,"$75,000-99,999",True,7666.666667,CFD83637218383876C17C01,,,,,,,,,0,,28,56706,3000,2011-11-30,Q4 2011,ECE53520695092312FEA4B0,120.25,3405.47,3000.0,405.47,-15.82,0.0,0.0,0.0,0.0,1.0,0,0,0.0,15,2.0,,False,True,False,False,False,2011
56083543104069415056E46,574950,2012-04-02 22:49:32.707000000,,36,Current,,0.22456,0.1874,0.1774,0.1733,0.065,0.1083,4.0,C,3.0,1,CA,Police Officer/Correction Officer,Employed,119.0,True,False,,2012-04-02 22:49:29,700.0,719.0,1994-06-07 00:00:00,9.0,8.0,39.0,6,1209.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,53279.0,0.87,7615.0,36.0,1.0,2.0,0.38,"$100,000+",True,9583.333333,9D3C3646752499480B10F14,1.0,19.0,19.0,0.0,0.0,10000.0,0.0,-55.0,0,,23,63251,15000,2012-04-09,Q2 2012,F90E340930827449371D667,547.87,12053.14,8148.08,3905.06,-208.37,0.0,0.0,0.0,0.0,1.0,0,0,0.0,224,2.0,,False,True,False,False,False,2012
BAFC3531937817424D86354,539844,2011-11-18 13:13:48.037000000,,36,Chargedoff,2012-10-30 00:00:00,0.2924,0.2537,0.2437,0.2377,0.105,0.1327,3.0,D,3.0,1,GA,Clerical,Employed,44.0,False,False,,2011-11-18 13:13:45,660.0,679.0,1995-10-31 00:00:00,11.0,10.0,42.0,3,72.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2484.0,0.38,4140.0,30.0,0.96,2.0,0.48,"$25,000-49,999",True,2666.666667,3A0F3636439403021EEE7CB,1.0,9.0,3.0,6.0,0.0,3500.0,2930.95,-2.0,618,11.0,28,56664,10000,2011-11-30,Q4 2011,5C63350692249718926B833,399.56,2382.36,881.6,1500.76,-37.82,-203.71,9118.4,9118.4,0.0,1.0,0,0,0.0,118,2.0,12.0,True,True,False,True,False,2011
0C7535177010270201CA7A8,511662,2011-06-15 20:34:30.503000000,,60,Chargedoff,2012-03-31 00:00:00,0.14657,0.1329,0.1229,0.1225,0.026,0.0965,6.0,A,8.0,3,CA,Nurse (RN),Full-time,86.0,True,False,,2011-06-15 20:34:24,680.0,699.0,2003-08-14 00:00:00,11.0,11.0,20.0,7,263.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6321.0,0.91,474.0,17.0,0.88,1.0,0.18,"$75,000-99,999",True,6552.0,EF7F362308048882630FA40,1.0,9.0,9.0,0.0,0.0,3500.0,2924.03,-3.0,831,10.0,33,50814,8000,2011-06-30,Q2 2011,CA9E3490273145102388C8C,183.21,732.84,383.8,349.04,-26.26,0.0,7616.2,7616.2,0.0,1.0,0,0,0.0,79,3.0,8.0,True,True,False,True,False,2011
BDF735425470850659DF98C,572697,2012-03-27 12:56:04.713000000,,60,Current,,0.15784,0.1396,0.1296,0.1291,0.033,0.0961,6.0,A,9.0,3,NY,Other,Employed,138.0,True,False,,2012-03-27 12:55:58,720.0,739.0,1993-05-17 00:00:00,12.0,11.0,30.0,6,216.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,11745.0,0.31,25355.0,30.0,0.96,1.0,0.15,"$100,000+",True,11166.666667,F55A3647444996158A951A2,,,,,,,,,0,,23,63312,25000,2012-04-10,Q2 2012,CF573542965692490481E74,581.19,12786.18,7217.06,5569.12,-398.91,0.0,0.0,0.0,0.0,1.0,0,0,0.0,373,2.0,,False,True,False,False,False,2012
BB0B3551748326043823E9C,604570,2012-06-26 14:54:18.387000000,,60,Chargedoff,2013-09-27 00:00:00,0.28704,0.261,0.251,0.2448,0.099,0.1458,3.0,D,3.0,15,SC,Doctor,Self-employed,249.0,False,False,,2012-06-26 14:54:16,660.0,679.0,1986-09-01 00:00:00,9.0,8.0,23.0,5,324.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16484.0,0.59,11016.0,21.0,0.95,0.0,,"$100,000+",False,11666.666667,609D3655310727870DFA5F1,1.0,8.0,8.0,0.0,0.0,6000.0,5046.55,-65.0,286,15.0,21,68640,6500,2012-06-28,Q2 2012,FAE53526281037435F12A04,195.0,1935.0,574.36,1360.64,-44.56,0.0,5925.64,5925.64,0.0,1.0,0,0,0.0,5,2.0,16.0,True,True,False,False,True,2012
24CA354497594727173C388,582223,2012-04-24 16:29:32.747000000,,36,Chargedoff,2012-11-25 00:00:00,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2.0,E,2.0,1,OH,Professional,Employed,43.0,True,True,CD0E3364909037313F32874,2012-04-24 16:29:29,640.0,659.0,1979-11-23 00:00:00,17.0,17.0,56.0,11,1533.0,2.0,7.0,1.0,160.0,0.0,0.0,0.0,70673.0,0.99,933.0,49.0,0.93,1.0,0.26,"$100,000+",True,9166.666667,5A713649519051110838133,2.0,17.0,17.0,0.0,0.0,23000.0,5626.56,-104.0,592,7.0,23,64618,4000,2012-04-26,Q2 2012,3C5F3379666719686324925,169.78,339.56,140.89,198.67,-6.63,0.0,3859.11,3859.11,0.0,1.0,0,0,0.0,33,2.0,8.0,True,True,False,True,False,2012
1CF73548329778631FCA64C,591599,2012-05-21 21:34:44.717000000,,60,Completed,2014-02-14 00:00:00,0.17849,0.1551,0.1451,0.1445,0.033,0.1115,6.0,A,9.0,2,CA,Engineer - Chemical,Employed,3.0,True,False,,2012-05-21 21:34:42,840.0,859.0,2001-11-14 00:00:00,7.0,4.0,27.0,2,65.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,553.0,0.05,9947.0,25.0,1.0,1.0,0.09,"$100,000+",True,8333.333333,769636528322290037B2919,,,,,,,,,0,,21,67408,15000,2012-06-06,Q2 2012,4B763535102110157CA13D6,360.88,18481.15,15000.0,3481.15,-224.44,0.0,0.0,0.0,0.0,1.0,0,0,0.0,296,2.0,,False,True,False,False,False,2012
FC7C35115757398904C9E17,500749,2011-04-04 18:10:37.457000000,,60,Completed,2011-04-29 00:00:00,0.24763,0.2249,0.2149,0.2098,0.087,0.1228,4.0,C,6.0,7,FL,Medical Technician,Employed,270.0,True,False,,2011-04-04 18:10:20,780.0,799.0,1986-06-20 00:00:00,13.0,12.0,30.0,10,611.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8885.0,0.17,39366.0,28.0,1.0,0.0,0.23,"$50,000-74,999",True,5583.333333,557D3616912568095F647BE,,,,,,,,,0,,35,48699,9500,2011-04-21,Q2 2011,82AC3512053861881438B73,265.03,9546.82,9499.99,46.83,-2.08,0.0,0.0,0.0,0.0,1.0,0,0,0.0,190,3.0,,False,True,False,False,False,2011
0BFD34900341273980266CC,467329,2010-07-19 13:25:53.060000000,,36,Completed,2013-08-20 00:00:00,0.31053,0.275,0.265,0.1504,0.108,0.1504,3.0,D,8.0,1,NY,Professional,Employed,127.0,False,False,,2010-08-02 07:04:29,660.0,679.0,1987-09-23 00:00:00,1.0,1.0,19.0,4,26.0,3.0,5.0,2.0,3121.0,0.0,0.0,0.0,504.0,0.74,171.0,8.0,0.88,0.0,0.03,"$75,000-99,999",True,6333.333333,0E9C3596457195728DE3973,,,,,,,,,0,,43,43990,4500,2010-08-20,Q3 2010,A8823488635513116B01EF2,0.0,7254.85,4500.0,2754.85,-73.15,-345.79,0.0,0.0,0.0,1.0,0,1,37.0,124,4.0,,False,True,False,False,False,2010
0BFF3481535125654D1A5B6,452628,2010-04-05 06:28:51.653000000,,36,Completed,2011-10-12 00:00:00,0.25836,0.2355,0.2255,0.1402,0.08,0.1402,4.0,C,8.0,1,TN,Skilled Labor,Full-time,201.0,True,False,,2010-04-05 04:33:11,720.0,739.0,1994-06-01 00:00:00,6.0,6.0,22.0,4,361.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14347.0,0.69,6153.0,20.0,1.0,0.0,0.41,"$25,000-49,999",True,4083.333333,6E2D35852401735106226B3,,,,,,,,,0,,47,41732,9000,2010-04-14,Q2 2010,399034806933236108C8C92,350.97,11593.0,9000.0,2593.0,-110.11,0.0,0.0,0.0,0.0,1.0,0,0,0.0,306,4.0,,False,True,False,False,False,2010
0B283535664056025445A69,546653,2011-12-25 14:27:18.833000000,,36,Chargedoff,2013-11-29 00:00:00,0.17358,0.1449,0.1349,0.1326,0.0595,0.0731,5.0,B,8.0,1,NC,Social Worker,Employed,6.0,False,False,,2011-12-25 14:27:13,660.0,679.0,2003-06-20 00:00:00,12.0,12.0,20.0,6,227.0,1.0,4.0,1.0,1632.0,0.0,0.0,0.0,5807.0,0.46,2042.0,17.0,0.94,1.0,0.18,"$25,000-49,999",True,3591.666667,D7593641481421136B6C2B5,,,,,,,,,223,22.0,26,59641,2150,2012-01-30,Q1 2012,400D34917978219162423E0,73.99,1257.83,900.42,357.41,-24.66,0.0,1249.58,1249.58,0.0,1.0,0,0,0.0,19,2.0,24.0,True,True,False,False,True,2012
